geneID,A375_8day_rep1,A375_8day_rep2,A375_8day_rep3,A375_0day_rep1,A375_0day_rep2,A375_0day_rep3,WM88_8day_rep1,WM88_8day_rep2,WM88_8day_rep3,WM88_0day_rep1,WM88_0day_rep2,WM88_0day_rep3,SKMEL5_8day_rep1,SKMEL5_8day_rep2,SKMEL5_8day_rep3,SKMEL5_0day_rep1,SKMEL5_0day_rep2,SKMEL5_0day_rep3,SKMEL28_8day_rep1,SKMEL28_8day_rep2,SKMEL28_8day_rep3,SKMEL28_0day_rep1,SKMEL28_0day_rep2,SKMEL28_0day_rep3
BCL2L12,1891,1313,1323,2485,1762,2840,1488,1875,960,1999,1423,1486,1006,990,1364,1531,2339,2724,970,903,1030,2864,1735,2735
BCL2L13,6397,4456,4939,4366,2411,3751,15703,17937,7127,12135,10489,10514,9930,9038,13202,7819,9440,9247,10244,8289,8582,9393,7976,10517
BCL2L14,7,4,6,1,1,3,0,5,1,1,0,1,7,3,11,4,4,7,0,2,1,1,0,1
BCL2L15,19,9,11,45,13,7,1,8,4,6,3,2,5,6,2,1,4,3,13,2,6,14,19,5
BCL2L2,3840,2883,3022,3695,1712,2392,3217,3979,1974,2704,2456,2432,2947,2803,3467,2096,2899,2937,4424,3572,3589,4057,2778,3791
BCL2L2-PABPN1,34,32,29,16,8,11,13,21,11,9,16,13,10,15,13,8,8,13,20,34,17,17,24,9
BCL3,1794,1543,1384,1920,723,1092,673,870,377,1432,1282,1568,346,326,568,799,2994,3578,266,195,312,373,284,283
BCL6,3544,2686,2891,1278,477,697,1449,1909,589,1052,1211,1079,711,753,1210,446,1046,1031,2403,2197,2026,1769,3621,1996
BCL6B,3,0,0,2,2,2,1,1,0,4,0,0,0,5,1,2,0,0,5,0,0,0,0,0
BCL7A,346,214,148,446,358,670,782,814,142,201,172,137,1923,1911,2845,1411,1862,1915,986,814,988,688,339,686
BCL7B,4536,3191,3526,5292,3060,4116,3956,4443,1785,3494,2663,2563,3980,3898,5088,4285,5938,7121,677,442,610,1575,545,1279
BCL7C,559,411,346,1017,698,1067,717,950,378,637,490,488,465,271,437,533,960,1067,398,227,297,688,283,528
BCL9,9016,6892,7773,4415,2224,3518,2881,3561,1291,4191,3674,3689,3055,3105,4931,3794,5763,6178,2082,1790,1917,2716,1950,3407
BCL9L,7335,5429,4967,4618,4784,8053,840,994,458,1596,1448,1521,2745,2433,3996,2647,7130,8214,4492,4030,5080,3492,2874,3906
BCLAF1,4375,4844,5119,7275,5049,9981,1490,4495,3123,4734,6996,6918,2134,2368,3424,2435,4566,3930,3147,3135,2579,4632,2942,11023
BCLAF1P2,40,83,75,109,92,162,19,75,42,49,121,90,23,36,30,33,94,115,54,51,72,80,66,168
BCLAF3,585,625,624,476,309,601,250,733,943,491,666,767,351,416,521,313,475,343,395,483,428,179,538,405
BCO1,23,20,10,12,0,2,3,3,3,2,2,0,23,13,10,11,12,2,0,1,0,0,0,0
BCO2,95,55,54,4,8,18,33,44,39,19,19,21,22,16,22,17,23,21,32,34,21,10,41,14
BCOR,9674,7481,8586,6423,4613,6596,2197,2708,1271,864,905,1009,4611,4337,5967,2655,4198,4495,2596,2392,2456,1919,1139,2879
BCORL1,1872,1409,1459,2285,1271,1773,1550,2003,1257,1438,1262,1350,855,743,1270,560,880,994,1477,1155,1456,1184,1076,1159
BCORP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCR,2208,1632,1704,2622,1786,2649,4351,5614,2743,5444,4422,4649,2770,2795,3978,1914,3110,3558,5040,4139,5113,3600,1591,3478
BCRP2,0,2,7,0,0,5,0,0,0,1,6,0,0,0,1,0,1,0,1,3,2,2,0,0
BCRP3,1,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,3,3,7,0,2,0
BCS1L,2964,2189,2578,2634,1672,2459,4831,5586,4779,3622,2856,2794,2503,2537,3280,2123,2697,2831,3880,3226,3576,4507,942,4183
BCYRN1,2942,1724,1955,1597,2085,3479,5942,7713,1919,2330,2178,1136,1834,1424,1264,1451,3337,3360,6156,4204,4641,12409,5738,12168
BDH1,1706,1293,1487,1798,1228,2199,3510,4803,4214,3088,2708,2637,684,740,829,610,563,476,2161,2036,2258,2847,1262,3011
BDH2,1235,913,1041,920,431,589,2000,2410,1426,1065,931,960,1328,1286,1676,646,819,758,636,599,480,699,484,710
BDKRB1,2,5,6,0,0,0,0,0,0,0,0,0,63,64,92,29,77,98,0,0,0,0,0,0
BDKRB2,19,15,22,6,0,3,20,24,5,1,1,1,0,0,0,0,89,130,0,1,0,1,0,0
BDNF,1081,903,761,143,105,242,281,480,38,85,140,116,3,3,2,5,44,38,27,20,14,25,10,17
BDNF-AS,44,42,29,14,6,14,16,39,41,20,14,24,16,21,25,7,12,12,62,40,50,10,40,2
BDP1,1713,2004,2250,1755,1556,3107,253,935,1499,1320,2690,2704,1329,1476,2464,1177,2540,1992,1647,1951,1762,1318,2622,4271
BEAN1,0,1,2,3,0,4,4,9,7,2,2,3,35,35,58,14,69,88,15,13,22,14,8,7
BEAN1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
BECN1,7190,5087,5683,4959,2353,3396,7586,8938,3829,8104,7401,6886,3073,2787,3919,4152,5806,6409,2813,2134,2312,5052,3110,5555
BECN2,6,1,9,6,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
BEGAIN,58,39,45,113,45,89,131,189,21,67,101,78,184,158,268,97,181,184,16,19,34,24,30,10
BEND2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BEND3,677,390,416,801,533,877,993,1094,375,783,686,694,814,758,1267,587,694,746,376,283,405,676,351,818
BEND3P3,876,798,851,411,444,822,275,436,366,107,194,174,294,276,388,80,173,198,313,308,275,63,158,101
BEND4,265,200,135,292,272,597,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2
BEND5,40,30,31,21,9,23,31,62,63,7,22,11,104,84,90,25,19,24,421,304,348,176,29,146
BEND6,524,512,589,172,124,171,33,98,11,53,56,44,36,31,38,17,61,57,92,96,95,95,131,139
BEND7,166,111,114,172,82,183,63,132,4,15,28,33,160,152,222,288,462,380,70,65,66,46,66,51
BEND7-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEST1,2191,1786,2298,46,28,34,6066,7141,9872,2123,2107,1655,6057,6243,11470,2197,1717,1440,14235,12539,13702,2502,2005,2978
BEST2,5,4,6,3,0,0,0,3,1,0,0,1,0,5,2,0,0,1,0,3,1,2,1,0
BEST3,22,11,7,7,3,12,0,0,0,1,0,1,0,3,0,0,2,9,0,0,0,0,1,0
BEST4,33,24,24,2,2,3,3,3,4,0,4,1,1,3,5,2,6,5,14,9,17,15,9,13
BET1,1069,747,724,1260,720,1064,1466,1710,470,1348,1159,1058,2386,2230,3003,1814,2378,2127,1055,903,710,1210,1245,1468
BET1L,4778,3585,3747,3867,1968,3057,5594,6450,3407,5471,4410,4327,3895,3911,5522,2913,3993,4448,3787,3235,3485,2278,2878,1956
BEX1,106,40,45,8,13,22,65,94,3,5,2,2,42,30,43,18,128,142,13,3,8,116,23,67
BEX2,215,153,139,55,27,46,840,905,126,169,203,149,16,14,44,6,13,8,334,235,247,161,330,143
BEX3,4757,3278,3265,4814,2638,4607,5630,6515,2317,4472,3579,3352,7697,7123,9077,5946,7681,8306,2696,1817,2190,5231,2808,4877
BEX4,474,314,295,397,201,292,1895,2060,949,1539,1384,1226,3690,3465,4120,1741,2342,1969,2954,2268,2205,2357,1965,2197
BEX5,25,22,16,16,11,18,0,0,0,0,0,0,6,15,20,0,1,1,7,3,6,85,22,34
BFAR,8345,6195,6099,8677,4603,6844,9564,11124,12449,10149,8367,8373,13044,12640,15861,9807,10815,9787,4760,4073,3906,6676,3879,7750
BFSP1,1405,1032,1110,1746,431,443,169,162,51,1086,794,729,1394,1402,1985,1476,3112,2565,380,297,330,297,2204,243
BFSP2,3,0,8,0,0,0,6,4,8,6,0,0,8,0,0,3,1,1,16,7,5,1,3,0
BFSP2-AS1,2,6,4,4,2,0,0,4,1,8,1,2,0,1,1,0,5,4,0,0,1,8,3,1
BGLAP,4,5,4,8,8,22,5,0,2,2,0,2,0,3,1,0,9,4,9,5,16,0,5,9
BGLT3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
BGN,4005,3007,2602,381,216,490,240,249,2,5,2,2,62,62,110,11,18,21,17,15,38,0,0,8
BHLHA15,20,24,25,5,3,1,0,14,12,3,8,6,22,7,27,1,4,14,23,16,35,22,24,8
BHLHA9,3,9,3,4,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,5,9,0,2,3
BHLHB9,0,0,4,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,8,6,2,0,3,0
BHLHE22,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1542,1305,1286,67,91,58
BHLHE22-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHLHE23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHLHE40,3030,2104,2642,3967,1103,1179,14360,16728,4311,13136,11493,11799,5612,5192,7683,8201,8187,7207,4523,3587,3910,6233,6763,6425
BHLHE40-AS1,19,13,8,3,1,0,8,22,10,12,10,5,2,10,6,6,9,6,7,4,6,2,4,5
BHLHE41,134,74,69,152,78,89,3019,4332,7536,3831,4061,4005,2633,2366,2457,861,1206,982,20411,17561,16382,4970,8577,5381
BHMT,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,10,19,5,0,0,0
BHMT2,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0
BICC1,716,505,498,416,310,464,527,942,29,58,76,72,450,473,677,576,2337,2557,329,293,281,1224,301,2202
BICD1,2757,2251,2269,3664,2192,3556,1314,2146,682,1072,1575,1337,453,415,718,768,1587,1542,2018,1854,1823,1920,1688,2989
BICD2,8335,6078,6496,7313,5084,7831,8824,10855,4465,6299,6016,5687,5194,4782,7385,3366,5041,5242,4200,3240,3721,5185,1927,5947
BICDL1,102,74,82,95,48,82,288,420,190,476,529,414,342,325,433,512,604,656,3173,2572,3130,2319,4851,2783
BICDL2,4,1,5,12,5,0,1,3,2,0,0,0,0,0,0,0,1,1,7,4,2,3,1,3
BICRA,1766,1425,1580,1980,1099,1594,1061,1381,1124,1077,1032,1084,1700,1501,2418,1355,1961,2101,1927,1760,2269,1448,1355,1504
BICRAL,1012,702,819,968,465,777,1188,1541,774,1043,1163,1273,2293,2082,3041,1205,2226,1965,1159,1068,883,555,754,640
BID,2171,1540,1555,2177,1379,2307,2422,2977,631,1101,956,864,1677,1680,2176,1860,2522,2867,1158,744,839,1530,556,1889
BIK,6,14,11,25,13,20,27,26,8,2,19,7,9,16,29,6,20,27,46,36,56,97,55,93
BIN1,111,100,80,240,180,321,261,344,23,221,190,176,10,16,1,50,366,458,551,532,565,832,378,921
BIN2,5,2,0,0,23,0,4,1,4,8,3,1,5,45,0,0,0,1,12,1,0,0,1,0
BIN3,5436,3961,4321,5010,2688,3618,5524,7185,4305,5706,5142,4982,6047,6391,8818,4911,6568,6556,3783,3395,4052,5368,3143,5937
BIN3-IT1,40,34,37,57,30,47,61,147,83,76,78,97,66,55,141,75,77,74,53,70,71,62,101,114
BIRC2,5464,4999,5621,4269,2560,4498,818,1416,401,817,1096,952,2088,2030,2533,1516,3957,3699,1495,1503,899,2592,4262,5439
BIRC3,826,1020,1430,1720,296,302,24,73,4,14,22,8,4,8,22,47,943,900,20,20,10,48,512,71
BIRC5,2477,1625,1363,8371,5637,8974,6845,7728,2719,10528,6569,7789,2981,2532,5135,10909,12509,14622,148,86,110,6619,629,7048
BIRC6,8106,7642,8247,5741,4639,9324,3146,6986,4594,4241,7271,7228,5325,4800,7599,3687,7507,7501,5526,6667,5456,4096,14045,9691
BIRC6-AS2,3,2,5,3,2,1,9,2,5,1,4,3,10,4,12,2,5,9,7,13,5,0,6,1
BIRC7,9,4,6,0,1,0,8537,10689,10848,10137,10117,9665,20,31,28,19,18,17,3828,3765,4663,12951,15316,9997
BIRC8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BISPR,55,30,38,45,29,54,78,127,109,147,184,147,53,44,54,66,66,32,66,40,52,32,177,51
BIVM,1337,1134,1107,1462,726,1338,641,935,650,746,906,788,433,455,510,312,403,315,492,488,363,390,340,505
BIVM-ERCC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLACAT1,744,589,593,1088,771,1522,211,304,652,810,930,802,83,71,221,938,1670,1421,11,10,9,93,44,83
BLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BLCAP,4028,2977,2744,2408,1395,2335,4522,5237,6210,2541,2466,2092,5052,5131,5738,2389,2954,3028,7333,5809,6562,8624,5124,7201
BLID,5,2,0,31,20,41,2,2,0,0,0,0,2,1,3,9,4,6,1,1,2,3,1,7
BLK,17,11,12,6,9,9,19,25,54,4,4,6,63,67,94,19,31,17,155,158,182,13,32,1
BLM,350,363,268,1682,1282,2395,497,1037,460,1683,1804,2056,287,293,450,824,1390,1251,72,68,60,1253,830,2732
BLMH,10041,7310,8148,8687,5506,9187,4131,4772,1460,3687,2970,2765,1813,1801,2522,1822,1839,1882,2857,2205,2560,3001,849,3319
BLNK,3,8,6,10,4,17,6,6,3,1,16,0,3,7,9,6,3,16,3,4,5,13,5,11
BLOC1S1,183,135,102,214,124,156,61,119,81,125,105,118,142,144,201,317,388,398,35,11,29,88,62,71
BLOC1S1-RDH5,2,1,1,2,0,0,0,1,10,7,5,3,1,1,0,4,3,0,4,0,9,6,2,2
BLOC1S2,2314,1614,1813,2818,1257,1841,1764,1898,565,1746,1492,1395,893,723,1077,961,1375,1283,749,449,543,1207,689,1170
BLOC1S3,1053,659,713,729,393,597,698,806,304,601,484,507,867,760,1158,661,827,946,1237,983,1103,1324,1921,1165
BLOC1S4,2186,1690,1539,2149,1238,1699,1395,1749,716,1376,1168,1046,753,783,920,665,955,935,652,448,592,722,365,551
BLOC1S5,0,0,0,3,2,0,0,0,4,1,1,0,0,4,5,0,7,2,0,1,2,0,0,0
BLOC1S5-TXNDC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLOC1S6,5194,4230,5148,3327,1823,3240,3319,5291,1417,3745,4615,4476,2778,2574,3711,1841,2783,2404,2431,2077,1394,2814,3437,4295
BLVRA,1537,1161,1166,3195,1717,2791,2623,3069,1150,2771,2081,2143,2184,2087,2457,2556,3607,3537,2740,2009,2175,5302,2236,4847
BLVRB,1366,936,996,902,420,645,3034,3406,1147,2153,1928,1829,2291,2199,2659,1831,2361,2994,3581,2688,3471,3149,3944,2431
BLZF1,2067,1959,2115,2003,1075,1874,911,1812,856,1491,1983,2070,598,689,799,464,829,746,539,444,318,852,801,1608
BMERB1,1732,1245,1572,3557,1310,1637,132,145,4,14,7,13,277,336,440,287,1275,1362,959,844,785,817,218,914
BMF,14581,11072,13418,190,70,127,2290,2460,1010,1110,886,1051,2257,2070,2798,405,293,363,3066,2836,2985,316,2727,241
BMI1,307,222,191,211,130,266,213,418,135,163,309,261,288,277,305,144,414,411,254,219,276,183,119,189
BMNCR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMP1,8540,6334,6806,2329,1067,1668,3423,4712,3987,2147,1701,1851,4164,4084,4714,1612,2345,2342,13500,11914,14361,4334,6668,6120
BMP10,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
BMP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMP2,559,376,399,768,317,414,33,15,8,13,20,17,44,46,69,18,51,52,618,498,551,653,332,749
BMP2K,715,489,503,450,428,875,818,1619,707,669,1211,1313,796,765,1144,590,1040,1105,655,701,657,773,1507,1882
BMP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BMP4,274,207,236,205,91,136,0,2,0,0,0,0,2,14,9,2,0,10,5,1,4,6,8,15
BMP5,49,43,19,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
BMP6,760,580,1102,992,358,287,54,65,5,3,16,7,41,37,63,27,50,52,45,36,59,1,7,4
BMP7,59,27,48,14,1,15,1454,1518,26,4,4,5,44,27,61,171,451,548,7218,6324,6602,5340,2838,6215
BMP7-AS1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,10,17,5,3,0
BMP8A,254,230,301,269,161,230,40,34,21,43,44,29,252,317,440,117,186,155,277,238,326,145,76,134
BMP8B,552,373,433,2192,1062,1595,353,482,157,653,531,467,55,63,89,326,599,605,251,219,279,427,349,754
BMP8B-AS1,2,2,3,4,5,18,2,0,0,2,6,2,0,0,0,3,2,1,0,0,0,8,0,0
BMPER,30,27,23,0,0,3,6,9,15,9,8,8,9,16,25,0,8,17,91,62,53,2,22,15
BMPR1A,4648,3651,4161,2865,1808,2970,1399,1749,1512,1158,1378,1239,1844,1882,2468,1384,2222,1819,1772,1762,1323,1606,1090,2546
BMPR1B,158,151,143,69,49,69,411,705,634,595,788,666,241,220,356,172,356,276,313,339,225,373,294,687
BMPR1B-DT,0,0,0,0,0,1,0,3,1,6,8,2,0,0,0,0,0,1,1,0,0,0,2,0
BMPR2,1541,1405,1346,1584,1021,1957,2435,4336,5459,1824,2497,2421,7277,7173,8440,2789,4046,3363,9181,9601,7884,3870,5850,7938
BMS1,6302,5226,5073,9471,6259,10502,3629,6725,2709,5463,5993,5746,2267,2040,3268,2953,4568,4529,1968,1821,1308,4180,2340,6023
BMS1P1,318,254,198,133,126,213,143,260,232,121,156,171,129,157,214,78,124,111,64,69,79,46,72,76
BMS1P14,43,31,57,111,40,49,0,4,1,3,4,5,2,4,4,12,6,10,4,2,8,13,4,5
BMS1P17,30,30,32,18,19,25,15,28,37,18,27,36,30,27,52,26,28,17,31,23,33,16,21,32
BMS1P18,41,33,60,17,25,14,8,20,26,11,37,38,38,33,58,18,32,26,16,6,14,11,13,14
BMS1P2,198,123,163,59,53,81,25,39,43,22,11,17,82,85,143,45,78,77,83,92,85,33,28,44
BMS1P2-AGAP9,6,6,1,8,0,3,1,4,2,0,4,1,2,4,1,0,1,3,7,3,13,5,2,9
BMS1P20,1302,961,1077,1136,667,965,2180,2758,1516,1896,1962,1913,1638,1451,2142,1227,1912,1697,1796,1586,1540,1592,1295,1953
BMS1P21,23,51,43,12,22,26,0,0,0,0,3,0,0,1,0,0,0,4,3,3,1,3,3,18
BMS1P22,42,31,30,26,21,30,63,96,133,74,98,78,122,158,245,90,104,71,68,78,79,55,63,86
BMS1P23,518,385,435,521,276,412,180,227,41,136,131,136,660,639,780,427,589,486,497,387,305,434,310,533
BMS1P4,54,50,30,12,13,26,24,39,25,23,19,25,20,31,50,7,21,21,39,39,40,14,4,32
BMS1P4-AGAP5,83,45,63,53,18,64,36,64,53,42,53,37,50,62,90,34,58,25,67,68,61,24,22,49
BMT2,673,476,506,563,331,474,313,536,292,517,706,676,673,522,862,388,536,505,454,443,292,584,471,920
BMX,0,3,0,15,27,43,3,8,3,79,88,121,5,1,6,7,3,7,2,10,3,5,20,35
BNC1,410,315,267,111,116,226,0,0,2,0,0,0,2,1,0,0,0,0,113,111,120,112,32,100
BNC2,1405,1249,987,2489,1457,2246,723,1251,2514,1416,2031,2130,4975,4597,7011,2965,3913,3560,5954,5748,4869,1927,2666,3428
BNC2-AS1,118,83,97,109,64,117,26,57,56,13,14,15,147,150,118,74,114,127,142,98,126,32,11,43
BNIP1,852,644,753,1349,832,1253,444,540,203,630,427,481,387,365,583,606,713,739,529,406,418,695,316,744
BNIP2,5099,4312,4400,4582,2759,4797,4655,7596,2837,4493,5465,5568,2585,2322,3378,1969,2840,2408,1953,1783,1345,2592,1777,3840
BNIP3,2376,1676,1493,4159,3656,4741,1071,1363,873,1182,877,861,796,800,1018,577,871,1045,5602,4287,4409,3931,951,3375
BNIP3L,2400,1725,1562,2499,1908,2990,1814,2753,1572,2948,3480,3019,2118,2059,2765,2013,2642,2214,4723,3767,2865,4398,1935,5585
BNIP5,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BNIPL,61,46,32,51,24,28,12,17,45,30,10,29,5,17,20,13,23,21,31,37,39,17,105,11
BOC,108,82,91,1295,288,380,130,131,79,30,11,7,21,44,46,52,72,63,1221,1114,1194,940,763,1075
BOD1,3449,2478,2579,3820,2384,3787,2808,3420,1244,2049,1513,1516,3588,3326,4632,2347,2845,2986,3404,2700,2948,3996,1781,3817
BOD1L1,4219,5381,6898,6396,3634,6576,326,955,3073,2835,4592,4641,1393,1623,3361,1881,3566,2821,1804,2787,2943,1656,3737,3973
BOD1L2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BOK,468,247,190,539,360,714,57,109,67,32,40,28,1308,1377,2089,935,1356,1595,2842,2327,2891,2170,706,1967
BOK-AS1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3
BOLA1,127,100,104,115,70,138,1115,1136,609,759,559,600,383,301,362,341,456,499,444,399,479,445,369,440
BOLA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOLA2-SMG1P6,5,10,10,12,6,13,15,9,15,8,8,9,8,17,20,10,11,9,12,11,8,9,8,4
BOLA2B,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOLA3,1245,902,902,2140,1194,1763,2365,3049,1018,1316,1110,987,990,903,1047,1506,1946,2301,453,246,307,2122,129,1501
BOLA3-DT,813,536,576,1393,933,1435,929,1077,541,702,723,602,424,425,663,450,521,563,489,516,478,441,183,418
BOLL,0,5,2,2,0,0,0,0,1,0,0,0,3,3,5,0,2,0,0,0,3,0,4,1
BOP1,11864,8838,9323,13945,9932,14562,7120,8780,3663,9201,6644,6595,6307,5925,7750,7542,10755,12785,5185,3861,5311,17682,4309,14450
BORA,271,196,201,587,376,781,209,242,90,421,298,392,289,195,351,407,650,616,53,54,38,210,99,361
BORCS5,1191,895,897,878,531,847,1245,1517,594,871,955,845,933,782,1287,691,1098,1085,549,500,513,588,337,656
BORCS6,998,733,787,733,325,482,562,722,305,566,473,449,766,615,907,565,737,742,632,464,627,459,519,391
BORCS7,845,644,689,434,198,299,308,366,139,291,364,302,380,378,449,186,226,201,318,281,172,248,426,303
BORCS7-ASMT,7,6,6,3,2,4,2,4,1,2,0,2,1,0,3,0,0,2,2,2,7,0,0,2
BORCS8,617,455,404,548,231,373,307,349,209,277,206,186,268,262,378,187,264,354,271,255,297,413,217,396
BORCS8-MEF2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPESC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
BPGM,1127,795,940,963,480,715,1284,1486,334,797,636,630,1289,1235,1527,958,1305,1314,709,484,490,1254,1402,1189
BPHL,354,223,216,423,207,377,1642,1947,1249,1308,1068,1167,3414,3322,4581,1927,2785,2776,999,889,900,783,975,855
BPI,0,0,0,4,0,3,0,0,0,0,2,0,0,2,1,0,3,5,0,0,0,0,0,0
BPIFA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFA2,0,0,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BPIFA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BPIFA4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB1,26,10,17,11,3,8,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,0,0,0
BPIFB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0
BPIFB3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
BPIFB4,11,9,11,1,0,0,2,0,0,0,0,0,0,2,1,14,12,9,25,47,40,50,4,76
BPIFB6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3
BPIFC,0,0,0,1,1,0,2,4,1,0,0,0,0,2,1,2,1,3,5,1,2,4,3,1
BPNT1,5896,4171,4645,4725,2746,4059,3026,3387,1372,2766,2558,2369,1950,1697,2371,1514,1804,1840,1156,875,884,2337,1787,2302
BPNT2,18635,14646,14010,13361,8181,13270,7156,9448,7679,7865,8689,8643,4307,4268,5374,4859,8352,7383,6415,5680,4589,9984,9238,13225
BPTF,3553,3725,3890,3886,2919,5863,743,2573,3846,3447,5431,6150,5059,4998,8334,4315,8070,7536,4108,4770,4716,2288,5087,5711
BPY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPY2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPY2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAF,2196,1793,1891,1933,1136,2094,1245,2042,1172,1390,1822,1879,1787,1863,2645,1639,2921,2558,1600,1560,1172,962,1281,1738
BRAP,3211,2239,2449,2579,1520,2492,1700,2351,836,1813,1728,1494,1951,1935,2636,1380,2085,1995,1485,1189,1147,1501,1073,1639
BRAT1,4245,3116,3179,4292,2845,4494,5124,6405,4054,4430,3443,3419,4643,4517,6383,3906,5986,7002,4754,4348,5283,5130,3423,4486
BRCA1,1276,1247,1048,4010,2551,5216,985,2624,1673,3762,4446,4661,1339,1322,2164,2845,4611,4458,486,468,436,2136,1542,4646
BRCA2,214,269,307,828,626,1438,93,307,522,612,889,905,314,406,937,1127,2177,1770,40,85,72,448,2040,1265
BRCC3,1074,1006,1055,1486,1107,1955,461,1170,566,1223,1672,1612,379,355,503,396,895,844,353,303,262,1029,595,1773
BRD1,2769,2116,2163,2507,1671,2488,5237,6448,3727,4008,3577,3823,5687,5249,7868,3032,4900,4867,6506,5583,6489,3498,3038,4247
BRD2,13848,9899,11223,16246,10254,15974,14785,18189,11991,15120,12390,12968,20351,19278,30348,16686,22500,23297,10819,8998,9952,9889,7711,11132
BRD3,4827,3669,3656,4227,2577,4043,2011,2455,1261,1564,1421,1527,1014,988,1540,514,752,721,2421,1996,2470,946,620,1256
BRD3OS,3302,2562,2561,2091,1034,1747,1169,1442,508,820,670,623,667,671,900,432,813,913,955,734,913,867,335,706
BRD4,8310,6208,6278,10927,6815,9417,6574,8328,3617,5248,4759,5236,7312,6665,11116,5781,8090,8464,7028,5800,6964,5607,3523,6318
BRD7,4857,3587,3386,7026,4526,7199,2701,4535,1684,4181,3631,4018,3892,3631,4988,4542,6434,5957,1892,1640,1281,2251,888,3061
BRD7P3,0,0,2,1,2,0,6,4,6,1,4,7,3,4,20,5,5,10,2,12,2,1,3,0
BRD8,6380,5008,5401,7950,4563,6852,3706,4783,4381,4183,3583,3621,3262,3109,4575,2650,3944,3700,4749,4219,4327,4090,2971,5337
BRD9,6894,5299,5849,6215,3980,6721,7515,9511,5781,6891,5936,5743,5684,5898,7918,4365,6043,6245,2634,2299,2725,4000,3086,3794
